market_hash_name,weapon,pattern,rarity,exterior,base_name
P90 | Desert DDPAT (Minimal Wear),P90,Desert DDPAT,Consumer Grade,Minimal Wear,P90 | Desert DDPAT
P90 | Desert DDPAT (Field-Tested),P90,Desert DDPAT,Consumer Grade,Field-Tested,P90 | Desert DDPAT
P90 | Desert DDPAT (Well-Worn),P90,Desert DDPAT,Consumer Grade,Well-Worn,P90 | Desert DDPAT
P90 | Desert DDPAT (Battle-Scarred),P90,Desert DDPAT,Consumer Grade,Battle-Scarred,P90 | Desert DDPAT
P90 | Blind Spot (Factory New),P90,Blind Spot,Restricted,Factory New,P90 | Blind Spot
P90 | Blind Spot (Minimal Wear),P90,Blind Spot,Restricted,Minimal Wear,P90 | Blind Spot
P90 | Blind Spot (Field-Tested),P90,Blind Spot,Restricted,Field-Tested,P90 | Blind Spot
P90 | Blind Spot (Well-Worn),P90,Blind Spot,Restricted,Well-Worn,P90 | Blind Spot
P90 | Blind Spot (Battle-Scarred),P90,Blind Spot,Restricted,Battle-Scarred,P90 | Blind Spot
P90 | Death Grip (Factory New),P90,Death Grip,Restricted,Factory New,P90 | Death Grip
P90 | Death Grip (Minimal Wear),P90,Death Grip,Restricted,Minimal Wear,P90 | Death Grip
P90 | Death Grip (Field-Tested),P90,Death Grip,Restricted,Field-Tested,P90 | Death Grip
P90 | Death Grip (Well-Worn),P90,Death Grip,Restricted,Well-Worn,P90 | Death Grip
P90 | Death Grip (Battle-Scarred),P90,Death Grip,Restricted,Battle-Scarred,P90 | Death Grip
P90 | Cocoa Rampage (Factory New),P90,Cocoa Rampage,Mil-Spec Grade,Factory New,P90 | Cocoa Rampage
P90 | Cocoa Rampage (Minimal Wear),P90,Cocoa Rampage,Mil-Spec Grade,Minimal Wear,P90 | Cocoa Rampage
P90 | Cocoa Rampage (Field-Tested),P90,Cocoa Rampage,Mil-Spec Grade,Field-Tested,P90 | Cocoa Rampage
P90 | Cocoa Rampage (Well-Worn),P90,Cocoa Rampage,Mil-Spec Grade,Well-Worn,P90 | Cocoa Rampage
P90 | Cocoa Rampage (Battle-Scarred),P90,Cocoa Rampage,Mil-Spec Grade,Battle-Scarred,P90 | Cocoa Rampage
P90 | Blue Tac (Factory New),P90,Blue Tac,Consumer Grade,Factory New,P90 | Blue Tac
P90 | Blue Tac (Minimal Wear),P90,Blue Tac,Consumer Grade,Minimal Wear,P90 | Blue Tac
P90 | Blue Tac (Field-Tested),P90,Blue Tac,Consumer Grade,Field-Tested,P90 | Blue Tac
P90 | Blue Tac (Well-Worn),P90,Blue Tac,Consumer Grade,Well-Worn,P90 | Blue Tac
P90 | Blue Tac (Battle-Scarred),P90,Blue Tac,Consumer Grade,Battle-Scarred,P90 | Blue Tac
P90 | Schematic (Factory New),P90,Schematic,Mil-Spec Grade,Factory New,P90 | Schematic
P90 | Schematic (Minimal Wear),P90,Schematic,Mil-Spec Grade,Minimal Wear,P90 | Schematic
P90 | Schematic (Field-Tested),P90,Schematic,Mil-Spec Grade,Field-Tested,P90 | Schematic
P90 | Schematic (Well-Worn),P90,Schematic,Mil-Spec Grade,Well-Worn,P90 | Schematic
P90 | Schematic (Battle-Scarred),P90,Schematic,Mil-Spec Grade,Battle-Scarred,P90 | Schematic
P90 | Virus (Factory New),P90,Virus,Restricted,Factory New,P90 | Virus
P90 | Virus (Minimal Wear),P90,Virus,Restricted,Minimal Wear,P90 | Virus
P90 | Virus (Field-Tested),P90,Virus,Restricted,Field-Tested,P90 | Virus
P90 | Virus (Well-Worn),P90,Virus,Restricted,Well-Worn,P90 | Virus
P90 | Virus (Battle-Scarred),P90,Virus,Restricted,Battle-Scarred,P90 | Virus
P90 | Reef Grief (Factory New),P90,Reef Grief,Mil-Spec Grade,Factory New,P90 | Reef Grief
P90 | Reef Grief (Minimal Wear),P90,Reef Grief,Mil-Spec Grade,Minimal Wear,P90 | Reef Grief
P90 | Reef Grief (Field-Tested),P90,Reef Grief,Mil-Spec Grade,Field-Tested,P90 | Reef Grief
P90 | Reef Grief (Well-Worn),P90,Reef Grief,Mil-Spec Grade,Well-Worn,P90 | Reef Grief
P90 | Reef Grief (Battle-Scarred),P90,Reef Grief,Mil-Spec Grade,Battle-Scarred,P90 | Reef Grief
P90 | Mustard Gas (Factory New),P90,Mustard Gas,Industrial Grade,Factory New,P90 | Mustard Gas
P90 | Mustard Gas (Minimal Wear),P90,Mustard Gas,Industrial Grade,Minimal Wear,P90 | Mustard Gas
P90 | Mustard Gas (Field-Tested),P90,Mustard Gas,Industrial Grade,Field-Tested,P90 | Mustard Gas
P90 | Mustard Gas (Well-Worn),P90,Mustard Gas,Industrial Grade,Well-Worn,P90 | Mustard Gas
P90 | Mustard Gas (Battle-Scarred),P90,Mustard Gas,Industrial Grade,Battle-Scarred,P90 | Mustard Gas
P90 | Wave Breaker (Factory New),P90,Wave Breaker,Restricted,Factory New,P90 | Wave Breaker
P90 | Wave Breaker (Minimal Wear),P90,Wave Breaker,Restricted,Minimal Wear,P90 | Wave Breaker
P90 | Wave Breaker (Field-Tested),P90,Wave Breaker,Restricted,Field-Tested,P90 | Wave Breaker
P90 | Wave Breaker (Well-Worn),P90,Wave Breaker,Restricted,Well-Worn,P90 | Wave Breaker
P90 | Wave Breaker (Battle-Scarred),P90,Wave Breaker,Restricted,Battle-Scarred,P90 | Wave Breaker
P90 | Randy Rush (Factory New),P90,Randy Rush,Restricted,Factory New,P90 | Randy Rush
P90 | Randy Rush (Minimal Wear),P90,Randy Rush,Restricted,Minimal Wear,P90 | Randy Rush
P90 | Randy Rush (Field-Tested),P90,Randy Rush,Restricted,Field-Tested,P90 | Randy Rush
P90 | Randy Rush (Well-Worn),P90,Randy Rush,Restricted,Well-Worn,P90 | Randy Rush
P90 | Randy Rush (Battle-Scarred),P90,Randy Rush,Restricted,Battle-Scarred,P90 | Randy Rush
P90 | Straight Dimes (Factory New),P90,Straight Dimes,Industrial Grade,Factory New,P90 | Straight Dimes
P90 | Straight Dimes (Minimal Wear),P90,Straight Dimes,Industrial Grade,Minimal Wear,P90 | Straight Dimes
P90 | Straight Dimes (Field-Tested),P90,Straight Dimes,Industrial Grade,Field-Tested,P90 | Straight Dimes
P90 | Straight Dimes (Well-Worn),P90,Straight Dimes,Industrial Grade,Well-Worn,P90 | Straight Dimes
P90 | Straight Dimes (Battle-Scarred),P90,Straight Dimes,Industrial Grade,Battle-Scarred,P90 | Straight Dimes
P90 | Storm (Factory New),P90,Storm,Consumer Grade,Factory New,P90 | Storm
P90 | Storm (Minimal Wear),P90,Storm,Consumer Grade,Minimal Wear,P90 | Storm
P90 | Storm (Field-Tested),P90,Storm,Consumer Grade,Field-Tested,P90 | Storm
P90 | Storm (Well-Worn),P90,Storm,Consumer Grade,Well-Worn,P90 | Storm
P90 | Storm (Battle-Scarred),P90,Storm,Consumer Grade,Battle-Scarred,P90 | Storm
P90 | Sunset Lily (Factory New),P90,Sunset Lily,Industrial Grade,Factory New,P90 | Sunset Lily
P90 | Sunset Lily (Minimal Wear),P90,Sunset Lily,Industrial Grade,Minimal Wear,P90 | Sunset Lily
P90 | Sunset Lily (Field-Tested),P90,Sunset Lily,Industrial Grade,Field-Tested,P90 | Sunset Lily
P90 | Sunset Lily (Well-Worn),P90,Sunset Lily,Industrial Grade,Well-Worn,P90 | Sunset Lily
P90 | Sunset Lily (Battle-Scarred),P90,Sunset Lily,Industrial Grade,Battle-Scarred,P90 | Sunset Lily
P90 | Scorched (Factory New),P90,Scorched,Consumer Grade,Factory New,P90 | Scorched
P90 | Scorched (Minimal Wear),P90,Scorched,Consumer Grade,Minimal Wear,P90 | Scorched
P90 | Scorched (Field-Tested),P90,Scorched,Consumer Grade,Field-Tested,P90 | Scorched
P90 | Scorched (Well-Worn),P90,Scorched,Consumer Grade,Well-Worn,P90 | Scorched
P90 | Scorched (Battle-Scarred),P90,Scorched,Consumer Grade,Battle-Scarred,P90 | Scorched
P90 | Glacier Mesh (Factory New),P90,Glacier Mesh,Mil-Spec Grade,Factory New,P90 | Glacier Mesh
P90 | Glacier Mesh (Minimal Wear),P90,Glacier Mesh,Mil-Spec Grade,Minimal Wear,P90 | Glacier Mesh
P90 | Glacier Mesh (Field-Tested),P90,Glacier Mesh,Mil-Spec Grade,Field-Tested,P90 | Glacier Mesh
P90 | Glacier Mesh (Well-Worn),P90,Glacier Mesh,Mil-Spec Grade,Well-Worn,P90 | Glacier Mesh
P90 | Glacier Mesh (Battle-Scarred),P90,Glacier Mesh,Mil-Spec Grade,Battle-Scarred,P90 | Glacier Mesh
P90 | Teardown (Factory New),P90,Teardown,Mil-Spec Grade,Factory New,P90 | Teardown
P90 | Teardown (Minimal Wear),P90,Teardown,Mil-Spec Grade,Minimal Wear,P90 | Teardown
P90 | Teardown (Field-Tested),P90,Teardown,Mil-Spec Grade,Field-Tested,P90 | Teardown
P90 | Teardown (Well-Worn),P90,Teardown,Mil-Spec Grade,Well-Worn,P90 | Teardown
P90 | Teardown (Battle-Scarred),P90,Teardown,Mil-Spec Grade,Battle-Scarred,P90 | Teardown
P90 | Verdant Growth (Factory New),P90,Verdant Growth,Industrial Grade,Factory New,P90 | Verdant Growth
P90 | Verdant Growth (Minimal Wear),P90,Verdant Growth,Industrial Grade,Minimal Wear,P90 | Verdant Growth
P90 | Verdant Growth (Field-Tested),P90,Verdant Growth,Industrial Grade,Field-Tested,P90 | Verdant Growth
P90 | Verdant Growth (Well-Worn),P90,Verdant Growth,Industrial Grade,Well-Worn,P90 | Verdant Growth
P90 | Verdant Growth (Battle-Scarred),P90,Verdant Growth,Industrial Grade,Battle-Scarred,P90 | Verdant Growth
P90 | Fallout Warning (Factory New),P90,Fallout Warning,Industrial Grade,Factory New,P90 | Fallout Warning
P90 | Fallout Warning (Minimal Wear),P90,Fallout Warning,Industrial Grade,Minimal Wear,P90 | Fallout Warning
P90 | Fallout Warning (Field-Tested),P90,Fallout Warning,Industrial Grade,Field-Tested,P90 | Fallout Warning
P90 | Fallout Warning (Well-Worn),P90,Fallout Warning,Industrial Grade,Well-Worn,P90 | Fallout Warning
P90 | Fallout Warning (Battle-Scarred),P90,Fallout Warning,Industrial Grade,Battle-Scarred,P90 | Fallout Warning
P90 | Wash me (Factory New),P90,Wash me,Industrial Grade,Factory New,P90 | Wash me
P90 | Wash me (Minimal Wear),P90,Wash me,Industrial Grade,Minimal Wear,P90 | Wash me
P90 | Wash me (Field-Tested),P90,Wash me,Industrial Grade,Field-Tested,P90 | Wash me
P90 | Wash me (Well-Worn),P90,Wash me,Industrial Grade,Well-Worn,P90 | Wash me
P90 | Wash me (Battle-Scarred),P90,Wash me,Industrial Grade,Battle-Scarred,P90 | Wash me
P90 | Sand Spray (Factory New),P90,Sand Spray,Consumer Grade,Factory New,P90 | Sand Spray
P90 | Sand Spray (Minimal Wear),P90,Sand Spray,Consumer Grade,Minimal Wear,P90 | Sand Spray
P90 | Sand Spray (Field-Tested),P90,Sand Spray,Consumer Grade,Field-Tested,P90 | Sand Spray
P90 | Sand Spray (Well-Worn),P90,Sand Spray,Consumer Grade,Well-Worn,P90 | Sand Spray
P90 | Sand Spray (Battle-Scarred),P90,Sand Spray,Consumer Grade,Battle-Scarred,P90 | Sand Spray
P90 | Ash Wood (Factory New),P90,Ash Wood,Industrial Grade,Factory New,P90 | Ash Wood
P90 | Ash Wood (Minimal Wear),P90,Ash Wood,Industrial Grade,Minimal Wear,P90 | Ash Wood
P90 | Ash Wood (Field-Tested),P90,Ash Wood,Industrial Grade,Field-Tested,P90 | Ash Wood
P90 | Ash Wood (Well-Worn),P90,Ash Wood,Industrial Grade,Well-Worn,P90 | Ash Wood
R8 Revolver | Amber Fade (Factory New),R8 Revolver,Amber Fade,Classified,Factory New,R8 Revolver | Amber Fade
R8 Revolver | Amber Fade (Minimal Wear),R8 Revolver,Amber Fade,Classified,Minimal Wear,R8 Revolver | Amber Fade
R8 Revolver | Amber Fade (Field-Tested),R8 Revolver,Amber Fade,Classified,Field-Tested,R8 Revolver | Amber Fade
R8 Revolver | Amber Fade (Well-Worn),R8 Revolver,Amber Fade,Classified,Well-Worn,R8 Revolver | Amber Fade
R8 Revolver | Fade (Factory New),R8 Revolver,Fade,Covert,Factory New,R8 Revolver | Fade
R8 Revolver | Fade (Minimal Wear),R8 Revolver,Fade,Covert,Minimal Wear,R8 Revolver | Fade
R8 Revolver | Fade (Field-Tested),R8 Revolver,Fade,Covert,Field-Tested,R8 Revolver | Fade
R8 Revolver | Fade (Well-Worn),R8 Revolver,Fade,Covert,Well-Worn,R8 Revolver | Fade
R8 Revolver | Blaze (Factory New),R8 Revolver,Blaze,Mil-Spec Grade,Factory New,R8 Revolver | Blaze
R8 Revolver | Blaze (Minimal Wear),R8 Revolver,Blaze,Mil-Spec Grade,Minimal Wear,R8 Revolver | Blaze
R8 Revolver | Phoenix Marker (Factory New),R8 Revolver,Phoenix Marker,Industrial Grade,Factory New,R8 Revolver | Phoenix Marker
R8 Revolver | Phoenix Marker (Minimal Wear),R8 Revolver,Phoenix Marker,Industrial Grade,Minimal Wear,R8 Revolver | Phoenix Marker
R8 Revolver | Phoenix Marker (Field-Tested),R8 Revolver,Phoenix Marker,Industrial Grade,Field-Tested,R8 Revolver | Phoenix Marker
R8 Revolver | Phoenix Marker (Well-Worn),R8 Revolver,Phoenix Marker,Industrial Grade,Well-Worn,R8 Revolver | Phoenix Marker
R8 Revolver | Phoenix Marker (Battle-Scarred),R8 Revolver,Phoenix Marker,Industrial Grade,Battle-Scarred,R8 Revolver | Phoenix Marker
R8 Revolver | Leafhopper (Factory New),R8 Revolver,Leafhopper,Industrial Grade,Factory New,R8 Revolver | Leafhopper
R8 Revolver | Leafhopper (Minimal Wear),R8 Revolver,Leafhopper,Industrial Grade,Minimal Wear,R8 Revolver | Leafhopper
R8 Revolver | Leafhopper (Field-Tested),R8 Revolver,Leafhopper,Industrial Grade,Field-Tested,R8 Revolver | Leafhopper
R8 Revolver | Leafhopper (Well-Worn),R8 Revolver,Leafhopper,Industrial Grade,Well-Worn,R8 Revolver | Leafhopper
R8 Revolver | Leafhopper (Battle-Scarred),R8 Revolver,Leafhopper,Industrial Grade,Battle-Scarred,R8 Revolver | Leafhopper
R8 Revolver | Reboot (Factory New),R8 Revolver,Reboot,Restricted,Factory New,R8 Revolver | Reboot
R8 Revolver | Reboot (Minimal Wear),R8 Revolver,Reboot,Restricted,Minimal Wear,R8 Revolver | Reboot
R8 Revolver | Reboot (Field-Tested),R8 Revolver,Reboot,Restricted,Field-Tested,R8 Revolver | Reboot
R8 Revolver | Reboot (Well-Worn),R8 Revolver,Reboot,Restricted,Well-Worn,R8 Revolver | Reboot
R8 Revolver | Reboot (Battle-Scarred),R8 Revolver,Reboot,Restricted,Battle-Scarred,R8 Revolver | Reboot
R8 Revolver | Survivalist (Factory New),R8 Revolver,Survivalist,Mil-Spec Grade,Factory New,R8 Revolver | Survivalist
R8 Revolver | Survivalist (Minimal Wear),R8 Revolver,Survivalist,Mil-Spec Grade,Minimal Wear,R8 Revolver | Survivalist
R8 Revolver | Survivalist (Field-Tested),R8 Revolver,Survivalist,Mil-Spec Grade,Field-Tested,R8 Revolver | Survivalist
R8 Revolver | Survivalist (Well-Worn),R8 Revolver,Survivalist,Mil-Spec Grade,Well-Worn,R8 Revolver | Survivalist
R8 Revolver | Survivalist (Battle-Scarred),R8 Revolver,Survivalist,Mil-Spec Grade,Battle-Scarred,R8 Revolver | Survivalist
R8 Revolver | Skull Crusher (Field-Tested),R8 Revolver,Skull Crusher,Classified,Field-Tested,R8 Revolver | Skull Crusher
R8 Revolver | Skull Crusher (Well-Worn),R8 Revolver,Skull Crusher,Classified,Well-Worn,R8 Revolver | Skull Crusher
R8 Revolver | Skull Crusher (Battle-Scarred),R8 Revolver,Skull Crusher,Classified,Battle-Scarred,R8 Revolver | Skull Crusher
R8 Revolver | Banana Cannon (Factory New),R8 Revolver,Banana Cannon,Restricted,Factory New,R8 Revolver | Banana Cannon
R8 Revolver | Banana Cannon (Minimal Wear),R8 Revolver,Banana Cannon,Restricted,Minimal Wear,R8 Revolver | Banana Cannon
R8 Revolver | Banana Cannon (Field-Tested),R8 Revolver,Banana Cannon,Restricted,Field-Tested,R8 Revolver | Banana Cannon
R8 Revolver | Banana Cannon (Well-Worn),R8 Revolver,Banana Cannon,Restricted,Well-Worn,R8 Revolver | Banana Cannon
R8 Revolver | Banana Cannon (Battle-Scarred),R8 Revolver,Banana Cannon,Restricted,Battle-Scarred,R8 Revolver | Banana Cannon
R8 Revolver | Bone Forged (Factory New),R8 Revolver,Bone Forged,Mil-Spec Grade,Factory New,R8 Revolver | Bone Forged
R8 Revolver | Bone Forged (Minimal Wear),R8 Revolver,Bone Forged,Mil-Spec Grade,Minimal Wear,R8 Revolver | Bone Forged
R8 Revolver | Bone Forged (Field-Tested),R8 Revolver,Bone Forged,Mil-Spec Grade,Field-Tested,R8 Revolver | Bone Forged
R8 Revolver | Bone Forged (Well-Worn),R8 Revolver,Bone Forged,Mil-Spec Grade,Well-Worn,R8 Revolver | Bone Forged
R8 Revolver | Bone Forged (Battle-Scarred),R8 Revolver,Bone Forged,Mil-Spec Grade,Battle-Scarred,R8 Revolver | Bone Forged
R8 Revolver | Llama Cannon (Factory New),R8 Revolver,Llama Cannon,Classified,Factory New,R8 Revolver | Llama Cannon
R8 Revolver | Llama Cannon (Minimal Wear),R8 Revolver,Llama Cannon,Classified,Minimal Wear,R8 Revolver | Llama Cannon
R8 Revolver | Llama Cannon (Field-Tested),R8 Revolver,Llama Cannon,Classified,Field-Tested,R8 Revolver | Llama Cannon
R8 Revolver | Llama Cannon (Well-Worn),R8 Revolver,Llama Cannon,Classified,Well-Worn,R8 Revolver | Llama Cannon
R8 Revolver | Llama Cannon (Battle-Scarred),R8 Revolver,Llama Cannon,Classified,Battle-Scarred,R8 Revolver | Llama Cannon
R8 Revolver | Memento (Factory New),R8 Revolver,Memento,Mil-Spec Grade,Factory New,R8 Revolver | Memento
R8 Revolver | Memento (Minimal Wear),R8 Revolver,Memento,Mil-Spec Grade,Minimal Wear,R8 Revolver | Memento
R8 Revolver | Memento (Field-Tested),R8 Revolver,Memento,Mil-Spec Grade,Field-Tested,R8 Revolver | Memento
R8 Revolver | Memento (Well-Worn),R8 Revolver,Memento,Mil-Spec Grade,Well-Worn,R8 Revolver | Memento
R8 Revolver | Memento (Battle-Scarred),R8 Revolver,Memento,Mil-Spec Grade,Battle-Scarred,R8 Revolver | Memento
R8 Revolver | Junk Yard (Factory New),R8 Revolver,Junk Yard,Mil-Spec Grade,Factory New,R8 Revolver | Junk Yard
R8 Revolver | Junk Yard (Minimal Wear),R8 Revolver,Junk Yard,Mil-Spec Grade,Minimal Wear,R8 Revolver | Junk Yard
R8 Revolver | Junk Yard (Field-Tested),R8 Revolver,Junk Yard,Mil-Spec Grade,Field-Tested,R8 Revolver | Junk Yard
R8 Revolver | Junk Yard (Well-Worn),R8 Revolver,Junk Yard,Mil-Spec Grade,Well-Worn,R8 Revolver | Junk Yard
R8 Revolver | Junk Yard (Battle-Scarred),R8 Revolver,Junk Yard,Mil-Spec Grade,Battle-Scarred,R8 Revolver | Junk Yard
R8 Revolver | Inlay (Factory New),R8 Revolver,Inlay,Consumer Grade,Factory New,R8 Revolver | Inlay
R8 Revolver | Inlay (Minimal Wear),R8 Revolver,Inlay,Consumer Grade,Minimal Wear,R8 Revolver | Inlay
R8 Revolver | Inlay (Field-Tested),R8 Revolver,Inlay,Consumer Grade,Field-Tested,R8 Revolver | Inlay
R8 Revolver | Inlay (Well-Worn),R8 Revolver,Inlay,Consumer Grade,Well-Worn,R8 Revolver | Inlay
R8 Revolver | Inlay (Battle-Scarred),R8 Revolver,Inlay,Consumer Grade,Battle-Scarred,R8 Revolver | Inlay
R8 Revolver | Crazy 8 (Factory New),R8 Revolver,Crazy 8,Restricted,Factory New,R8 Revolver | Crazy 8
R8 Revolver | Crazy 8 (Minimal Wear),R8 Revolver,Crazy 8,Restricted,Minimal Wear,R8 Revolver | Crazy 8
R8 Revolver | Crazy 8 (Field-Tested),R8 Revolver,Crazy 8,Restricted,Field-Tested,R8 Revolver | Crazy 8
R8 Revolver | Crazy 8 (Well-Worn),R8 Revolver,Crazy 8,Restricted,Well-Worn,R8 Revolver | Crazy 8
R8 Revolver | Crazy 8 (Battle-Scarred),R8 Revolver,Crazy 8,Restricted,Battle-Scarred,R8 Revolver | Crazy 8
R8 Revolver | Grip (Factory New),R8 Revolver,Grip,Mil-Spec Grade,Factory New,R8 Revolver | Grip
R8 Revolver | Grip (Minimal Wear),R8 Revolver,Grip,Mil-Spec Grade,Minimal Wear,R8 Revolver | Grip
R8 Revolver | Grip (Field-Tested),R8 Revolver,Grip,Mil-Spec Grade,Field-Tested,R8 Revolver | Grip
R8 Revolver | Grip (Well-Worn),R8 Revolver,Grip,Mil-Spec Grade,Well-Worn,R8 Revolver | Grip
R8 Revolver | Grip (Battle-Scarred),R8 Revolver,Grip,Mil-Spec Grade,Battle-Scarred,R8 Revolver | Grip
R8 Revolver | Desert Brush (Factory New),R8 Revolver,Desert Brush,Consumer Grade,Factory New,R8 Revolver | Desert Brush
R8 Revolver | Desert Brush (Minimal Wear),R8 Revolver,Desert Brush,Consumer Grade,Minimal Wear,R8 Revolver | Desert Brush
R8 Revolver | Desert Brush (Field-Tested),R8 Revolver,Desert Brush,Consumer Grade,Field-Tested,R8 Revolver | Desert Brush
R8 Revolver | Desert Brush (Well-Worn),R8 Revolver,Desert Brush,Consumer Grade,Well-Worn,R8 Revolver | Desert Brush
R8 Revolver | Desert Brush (Battle-Scarred),R8 Revolver,Desert Brush,Consumer Grade,Battle-Scarred,R8 Revolver | Desert Brush
R8 Revolver | Crimson Web (Factory New),R8 Revolver,Crimson Web,Mil-Spec Grade,Factory New,R8 Revolver | Crimson Web
R8 Revolver | Crimson Web (Minimal Wear),R8 Revolver,Crimson Web,Mil-Spec Grade,Minimal Wear,R8 Revolver | Crimson Web
R8 Revolver | Crimson Web (Field-Tested),R8 Revolver,Crimson Web,Mil-Spec Grade,Field-Tested,R8 Revolver | Crimson Web
R8 Revolver | Crimson Web (Well-Worn),R8 Revolver,Crimson Web,Mil-Spec Grade,Well-Worn,R8 Revolver | Crimson Web
R8 Revolver | Crimson Web (Battle-Scarred),R8 Revolver,Crimson Web,Mil-Spec Grade,Battle-Scarred,R8 Revolver | Crimson Web
R8 Revolver | Tango (Factory New),R8 Revolver,Tango,Mil-Spec Grade,Factory New,R8 Revolver | Tango
R8 Revolver | Tango (Minimal Wear),R8 Revolver,Tango,Mil-Spec Grade,Minimal Wear,R8 Revolver | Tango
R8 Revolver | Tango (Field-Tested),R8 Revolver,Tango,Mil-Spec Grade,Field-Tested,R8 Revolver | Tango
R8 Revolver | Tango (Well-Worn),R8 Revolver,Tango,Mil-Spec Grade,Well-Worn,R8 Revolver | Tango
R8 Revolver | Tango (Battle-Scarred),R8 Revolver,Tango,Mil-Spec Grade,Battle-Scarred,R8 Revolver | Tango
R8 Revolver | Night (Factory New),R8 Revolver,Night,Consumer Grade,Factory New,R8 Revolver | Night
R8 Revolver | Night (Minimal Wear),R8 Revolver,Night,Consumer Grade,Minimal Wear,R8 Revolver | Night
R8 Revolver | Night (Field-Tested),R8 Revolver,Night,Consumer Grade,Field-Tested,R8 Revolver | Night
R8 Revolver | Night (Well-Worn),R8 Revolver,Night,Consumer Grade,Well-Worn,R8 Revolver | Night
R8 Revolver | Night (Battle-Scarred),R8 Revolver,Night,Consumer Grade,Battle-Scarred,R8 Revolver | Night
R8 Revolver | Nitro (Factory New),R8 Revolver,Nitro,Industrial Grade,Factory New,R8 Revolver | Nitro
R8 Revolver | Nitro (Minimal Wear),R8 Revolver,Nitro,Industrial Grade,Minimal Wear,R8 Revolver | Nitro
R8 Revolver | Nitro (Field-Tested),R8 Revolver,Nitro,Industrial Grade,Field-Tested,R8 Revolver | Nitro
R8 Revolver | Nitro (Well-Worn),R8 Revolver,Nitro,Industrial Grade,Well-Worn,R8 Revolver | Nitro
R8 Revolver | Nitro (Battle-Scarred),R8 Revolver,Nitro,Industrial Grade,Battle-Scarred,R8 Revolver | Nitro
R8 Revolver | Cobalt Grip (Factory New),R8 Revolver,Cobalt Grip,Consumer Grade,Factory New,R8 Revolver | Cobalt Grip
R8 Revolver | Cobalt Grip (Minimal Wear),R8 Revolver,Cobalt Grip,Consumer Grade,Minimal Wear,R8 Revolver | Cobalt Grip
R8 Revolver | Cobalt Grip (Field-Tested),R8 Revolver,Cobalt Grip,Consumer Grade,Field-Tested,R8 Revolver | Cobalt Grip
R8 Revolver | Cobalt Grip (Well-Worn),R8 Revolver,Cobalt Grip,Consumer Grade,Well-Worn,R8 Revolver | Cobalt Grip
R8 Revolver | Cobalt Grip (Battle-Scarred),R8 Revolver,Cobalt Grip,Consumer Grade,Battle-Scarred,R8 Revolver | Cobalt Grip
R8 Revolver | Canal Spray (Factory New),R8 Revolver,Canal Spray,Consumer Grade,Factory New,R8 Revolver | Canal Spray
R8 Revolver | Canal Spray (Minimal Wear),R8 Revolver,Canal Spray,Consumer Grade,Minimal Wear,R8 Revolver | Canal Spray
R8 Revolver | Canal Spray (Field-Tested),R8 Revolver,Canal Spray,Consumer Grade,Field-Tested,R8 Revolver | Canal Spray
R8 Revolver | Canal Spray (Well-Worn),R8 Revolver,Canal Spray,Consumer Grade,Well-Worn,R8 Revolver | Canal Spray
R8 Revolver | Canal Spray (Battle-Scarred),R8 Revolver,Canal Spray,Consumer Grade,Battle-Scarred,R8 Revolver | Canal Spray
R8 Revolver | Bone Mask (Factory New),R8 Revolver,Bone Mask,Consumer Grade,Factory New,R8 Revolver | Bone Mask
R8 Revolver | Bone Mask (Minimal Wear),R8 Revolver,Bone Mask,Consumer Grade,Minimal Wear,R8 Revolver | Bone Mask
R8 Revolver | Bone Mask (Field-Tested),R8 Revolver,Bone Mask,Consumer Grade,Field-Tested,R8 Revolver | Bone Mask
R8 Revolver | Bone Mask (Well-Worn),R8 Revolver,Bone Mask,Consumer Grade,Well-Worn,R8 Revolver | Bone Mask
R8 Revolver | Bone Mask (Battle-Scarred),R8 Revolver,Bone Mask,Consumer Grade,Battle-Scarred,R8 Revolver | Bone Mask
Sawed-Off | Amber Fade (Factory New),Sawed-Off,Amber Fade,Mil-Spec Grade,Factory New,Sawed-Off | Amber Fade
Sawed-Off | Amber Fade (Minimal Wear),Sawed-Off,Amber Fade,Mil-Spec Grade,Minimal Wear,Sawed-Off | Amber Fade
Sawed-Off | Amber Fade (Field-Tested),Sawed-Off,Amber Fade,Mil-Spec Grade,Field-Tested,Sawed-Off | Amber Fade
Sawed-Off | Amber Fade (Well-Worn),Sawed-Off,Amber Fade,Mil-Spec Grade,Well-Worn,Sawed-Off | Amber Fade
Sawed-Off | Brake Light (Factory New),Sawed-Off,Brake Light,Mil-Spec Grade,Factory New,Sawed-Off | Brake Light
Sawed-Off | Brake Light (Minimal Wear),Sawed-Off,Brake Light,Mil-Spec Grade,Minimal Wear,Sawed-Off | Brake Light
Sawed-Off | Copper (Factory New),Sawed-Off,Copper,Mil-Spec Grade,Factory New,Sawed-Off | Copper
Sawed-Off | Copper (Minimal Wear),Sawed-Off,Copper,Mil-Spec Grade,Minimal Wear,Sawed-Off | Copper
Sawed-Off | Copper (Field-Tested),Sawed-Off,Copper,Mil-Spec Grade,Field-Tested,Sawed-Off | Copper
Sawed-Off | Copper (Well-Worn),Sawed-Off,Copper,Mil-Spec Grade,Well-Worn,Sawed-Off | Copper
Sawed-Off | Copper (Battle-Scarred),Sawed-Off,Copper,Mil-Spec Grade,Battle-Scarred,Sawed-Off | Copper
